Name,Surname,PESEL,Examination Date,Examination Name,Systolic Pressure,Diastolic Pressure,Body Height,Body Weight,BMI,Heart Rate
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 2, 22, 15, 21, 39)",BloodPressure,127,74,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 4, 2, 15, 21, 41)",BloodPressure,104,93,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 10, 15, 21, 41)",Heart Rate,0,0,0,0,0,98
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 1, 15, 15, 21, 42)",Wellness,0,0,198,125,32,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 12, 15, 21, 43)",Heart Rate,0,0,0,0,0,85
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 2, 21, 15, 21, 48)",BloodPressure,111,60,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 4, 14, 15, 21, 51)",Heart Rate,0,0,0,0,0,82
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 1, 20, 15, 21, 51)",Wellness,0,0,192,109,30,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 1, 9, 15, 21, 52)",BloodPressure,103,67,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 7, 15, 21, 56)",BloodPressure,122,63,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 29, 15, 21, 56)",Wellness,0,0,154,71,30,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 2, 23, 15, 21, 57)",Heart Rate,0,0,0,0,0,75
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 1, 15, 15, 22, 2)",BloodPressure,125,83,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 1, 21, 15, 22, 3)",BloodPressure,127,93,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 13, 15, 22, 8)",Heart Rate,0,0,0,0,0,96
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 4, 8, 15, 22, 11)",Wellness,0,0,184,100,30,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 1, 26, 15, 22, 11)",BloodPressure,134,75,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 2, 12, 15, 22, 12)",BloodPressure,120,92,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 26, 15, 22, 12)",BloodPressure,115,87,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 15, 15, 22, 13)",Heart Rate,0,0,0,0,0,100
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 14, 15, 22, 16)",BloodPressure,130,68,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 29, 15, 22, 22)",Wellness,0,0,180,136,42,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 2, 7, 15, 22, 23)",BloodPressure,103,78,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 1, 10, 15, 22, 25)",Wellness,0,0,153,67,29,0
