Name,Surname,PESEL,Examination Date,Examination Name,Systolic Pressure,Diastolic Pressure,Body Height,Body Weight,BMI,Heart Rate
Hannah Torres,Santiago,38934406174,"PyQt5.QtCore.QDateTime(2018, 2, 12, 15, 20, 40)",BloodPressure,104,73,0,0,0,0
Steven Hancock,Pennington,58592896615,"PyQt5.QtCore.QDateTime(2018, 4, 11, 15, 20, 40)",BloodPressure,100,69,0,0,0,0
Marcus Daniel,Bond,45225712565,"PyQt5.QtCore.QDateTime(2018, 2, 6, 15, 20, 40)",BloodPressure,100,94,0,0,0,0
Christopher Jackson,Morales,37714673039,"PyQt5.QtCore.QDateTime(2018, 1, 29, 15, 20, 40)",BloodPressure,109,87,0,0,0,0
Monique Montgomery,Vazquez,76018626395,"PyQt5.QtCore.QDateTime(2018, 2, 8, 15, 20, 40)",BloodPressure,105,77,0,0,0,0
Jamie Hawkins,Robles,39160710218,"PyQt5.QtCore.QDateTime(2018, 3, 21, 15, 20, 40)",BloodPressure,110,98,0,0,0,0
Zachary Rose,Davis,10836659078,"PyQt5.QtCore.QDateTime(2018, 4, 2, 15, 20, 41)",BloodPressure,109,83,0,0,0,0
David Grimes,Cooper,83286830794,"PyQt5.QtCore.QDateTime(2018, 1, 16, 15, 20, 41)",BloodPressure,102,67,0,0,0,0
Thomas Odom,Lopez,38980372398,"PyQt5.QtCore.QDateTime(2018, 1, 27, 15, 20, 41)",BloodPressure,101,67,0,0,0,0
Kevin Moore,Guerrero,79418854872,"PyQt5.QtCore.QDateTime(2018, 1, 22, 15, 20, 42)",BloodPressure,103,66,0,0,0,0
Erica Watson,Pearson,11153575720,"PyQt5.QtCore.QDateTime(2018, 3, 31, 15, 20, 42)",BloodPressure,110,94,0,0,0,0
Curtis Davis,Jones,48496571974,"PyQt5.QtCore.QDateTime(2018, 1, 11, 15, 20, 43)",BloodPressure,101,97,0,0,0,0
John Lewis,Flores,91604050288,"PyQt5.QtCore.QDateTime(2018, 2, 28, 15, 20, 43)",BloodPressure,101,74,0,0,0,0
Victor Weaver,Lee,19292408869,"PyQt5.QtCore.QDateTime(2018, 3, 31, 15, 20, 43)",BloodPressure,107,98,0,0,0,0
John Morgan,Pham,58879398754,"PyQt5.QtCore.QDateTime(2018, 4, 19, 15, 20, 44)",BloodPressure,108,83,0,0,0,0
Stacy King,Benjamin,21604625546,"PyQt5.QtCore.QDateTime(2018, 2, 5, 15, 20, 44)",BloodPressure,107,96,0,0,0,0
Zachary Rose,Davis,10836659078,"PyQt5.QtCore.QDateTime(2018, 3, 13, 15, 20, 45)",BloodPressure,106,100,0,0,0,0
Lisa Valdez,Wilson,59015224275,"PyQt5.QtCore.QDateTime(2018, 2, 28, 15, 20, 45)",BloodPressure,100,84,0,0,0,0
Thomas Fisher,Stokes,44862177592,"PyQt5.QtCore.QDateTime(2018, 3, 29, 15, 20, 46)",BloodPressure,101,76,0,0,0,0
Thomas Odom,Lopez,38980372398,"PyQt5.QtCore.QDateTime(2018, 4, 5, 15, 20, 46)",BloodPressure,104,86,0,0,0,0
Paula Salas,Wiley,61798782983,"PyQt5.QtCore.QDateTime(2018, 1, 16, 15, 20, 46)",BloodPressure,106,67,0,0,0,0
Justin Hogan,Smith,19743573002,"PyQt5.QtCore.QDateTime(2018, 3, 30, 15, 20, 47)",BloodPressure,110,92,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 3, 11, 15, 20, 47)",BloodPressure,106,83,0,0,0,0
Andrea Reed,Owens,95342353240,"PyQt5.QtCore.QDateTime(2018, 3, 8, 15, 20, 47)",BloodPressure,107,99,0,0,0,0
Keith Simon,Lewis,94705774895,"PyQt5.QtCore.QDateTime(2018, 4, 2, 15, 20, 48)",BloodPressure,104,76,0,0,0,0
Gina Yang,Davis,47352186744,"PyQt5.QtCore.QDateTime(2018, 2, 15, 15, 20, 49)",BloodPressure,100,73,0,0,0,0
Stacy King,Benjamin,21604625546,"PyQt5.QtCore.QDateTime(2018, 2, 21, 15, 20, 49)",BloodPressure,108,94,0,0,0,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 1, 15, 15, 20, 49)",BloodPressure,105,69,0,0,0,0
Emily Garcia,Abbott,33261153220,"PyQt5.QtCore.QDateTime(2018, 4, 18, 15, 20, 49)",BloodPressure,101,76,0,0,0,0
Rick Cowan,King,32920367557,"PyQt5.QtCore.QDateTime(2018, 4, 5, 15, 20, 50)",BloodPressure,104,65,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 4, 2, 15, 20, 50)",BloodPressure,109,80,0,0,0,0
Suzanne Crawford,Moore,96021821403,"PyQt5.QtCore.QDateTime(2018, 2, 19, 15, 20, 50)",BloodPressure,100,84,0,0,0,0
Robert Flores,Reed,45052941770,"PyQt5.QtCore.QDateTime(2018, 3, 13, 15, 20, 50)",BloodPressure,105,100,0,0,0,0
Bryan Collier,Lynch,13449305083,"PyQt5.QtCore.QDateTime(2018, 2, 18, 15, 20, 51)",BloodPressure,106,78,0,0,0,0
Melanie Gibbs,Henderson,39243663032,"PyQt5.QtCore.QDateTime(2018, 4, 7, 15, 20, 51)",BloodPressure,107,63,0,0,0,0
David Martinez,Barber,38876859169,"PyQt5.QtCore.QDateTime(2018, 2, 8, 15, 20, 51)",BloodPressure,108,86,0,0,0,0
Frank Hobbs,Garza,98095318706,"PyQt5.QtCore.QDateTime(2018, 2, 4, 15, 20, 51)",BloodPressure,105,65,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 4, 3, 15, 20, 51)",BloodPressure,103,90,0,0,0,0
Beth Duran,May,50636162310,"PyQt5.QtCore.QDateTime(2018, 3, 27, 15, 20, 51)",BloodPressure,101,72,0,0,0,0
Cynthia Bowman,Crosby,20786917225,"PyQt5.QtCore.QDateTime(2018, 2, 3, 15, 20, 51)",BloodPressure,100,94,0,0,0,0
Jenny Jones,Robinson,32658493659,"PyQt5.QtCore.QDateTime(2018, 1, 16, 15, 20, 52)",BloodPressure,107,93,0,0,0,0
Melissa Cruz,Galvan,48782050138,"PyQt5.QtCore.QDateTime(2018, 4, 8, 15, 20, 52)",BloodPressure,110,92,0,0,0,0
Michael Robinson,Baker,74891134007,"PyQt5.QtCore.QDateTime(2018, 2, 18, 15, 20, 52)",BloodPressure,104,87,0,0,0,0
Robert Gonzalez,Ryan,84707380746,"PyQt5.QtCore.QDateTime(2018, 3, 11, 15, 20, 52)",BloodPressure,102,94,0,0,0,0
Frank Christian,Martin,14649697228,"PyQt5.QtCore.QDateTime(2018, 2, 21, 15, 20, 52)",BloodPressure,109,81,0,0,0,0
Taylor Garner,Torres,29599976948,"PyQt5.QtCore.QDateTime(2018, 1, 17, 15, 20, 52)",BloodPressure,110,75,0,0,0,0
Jamie Hawkins,Robles,39160710218,"PyQt5.QtCore.QDateTime(2018, 2, 23, 15, 20, 53)",BloodPressure,105,82,0,0,0,0
Curtis Davis,Jones,48496571974,"PyQt5.QtCore.QDateTime(2018, 2, 15, 15, 20, 53)",BloodPressure,104,69,0,0,0,0
Benjamin Parks,Cardenas,72148391132,"PyQt5.QtCore.QDateTime(2018, 3, 28, 15, 20, 53)",BloodPressure,109,72,0,0,0,0
Johnny Haynes,Carlson,19897735888,"PyQt5.QtCore.QDateTime(2018, 4, 18, 15, 20, 54)",BloodPressure,106,86,0,0,0,0
John Morgan,Pham,58879398754,"PyQt5.QtCore.QDateTime(2018, 3, 21, 15, 20, 54)",BloodPressure,110,99,0,0,0,0
Paula Salas,Wiley,61798782983,"PyQt5.QtCore.QDateTime(2018, 1, 25, 15, 20, 55)",BloodPressure,100,93,0,0,0,0
Michael Ramirez,Davis,68380539303,"PyQt5.QtCore.QDateTime(2018, 4, 3, 15, 20, 55)",BloodPressure,107,94,0,0,0,0
Zachary Rose,Davis,10836659078,"PyQt5.QtCore.QDateTime(2018, 1, 19, 15, 20, 55)",BloodPressure,100,100,0,0,0,0
,,,"PyQt5.QtCore.QDateTime(2018, 2, 27, 15, 20, 55)",BloodPressure,104,93,0,0,0,0
Jamie Hawkins,Robles,39160710218,"PyQt5.QtCore.QDateTime(2018, 4, 7, 15, 20, 55)",BloodPressure,106,90,0,0,0,0
Juan Murphy,Garcia,59333042016,"PyQt5.QtCore.QDateTime(2018, 3, 15, 15, 20, 56)",BloodPressure,105,100,0,0,0,0
Melissa Cruz,Galvan,48782050138,"PyQt5.QtCore.QDateTime(2018, 2, 25, 15, 20, 56)",BloodPressure,102,73,0,0,0,0
Benjamin Parks,Cardenas,72148391132,"PyQt5.QtCore.QDateTime(2018, 1, 19, 15, 20, 57)",BloodPressure,106,69,0,0,0,0
David Grimes,Cooper,83286830794,"PyQt5.QtCore.QDateTime(2018, 2, 24, 15, 20, 57)",BloodPressure,101,92,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 4, 16, 15, 20, 57)",BloodPressure,102,71,0,0,0,0
,,,"PyQt5.QtCore.QDateTime(2018, 2, 21, 15, 20, 57)",BloodPressure,102,70,0,0,0,0
John Lewis,Flores,91604050288,"PyQt5.QtCore.QDateTime(2018, 2, 4, 15, 20, 58)",BloodPressure,104,64,0,0,0,0
Jenny Jones,Robinson,32658493659,"PyQt5.QtCore.QDateTime(2018, 1, 28, 15, 20, 58)",BloodPressure,109,87,0,0,0,0
Stacy King,Benjamin,21604625546,"PyQt5.QtCore.QDateTime(2018, 3, 23, 15, 20, 58)",BloodPressure,108,61,0,0,0,0
Mrs. Sabrina Clark DDS,Burch,88866843706,"PyQt5.QtCore.QDateTime(2018, 3, 28, 15, 20, 58)",BloodPressure,109,80,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 2, 5, 15, 20, 59)",BloodPressure,101,88,0,0,0,0
Bryan Collier,Lynch,13449305083,"PyQt5.QtCore.QDateTime(2018, 3, 3, 15, 20, 59)",BloodPressure,104,78,0,0,0,0
Craig Hernandez,Reed,10313741432,"PyQt5.QtCore.QDateTime(2018, 1, 17, 15, 20, 59)",BloodPressure,101,93,0,0,0,0
Melissa Harris,Lane,13808681076,"PyQt5.QtCore.QDateTime(2018, 4, 8, 15, 20, 59)",BloodPressure,110,96,0,0,0,0
Victor Weaver,Lee,19292408869,"PyQt5.QtCore.QDateTime(2018, 4, 12, 15, 20, 59)",BloodPressure,105,95,0,0,0,0
Lisa Valdez,Wilson,59015224275,"PyQt5.QtCore.QDateTime(2018, 2, 11, 15, 20, 59)",BloodPressure,110,92,0,0,0,0
David Grimes,Cooper,83286830794,"PyQt5.QtCore.QDateTime(2018, 3, 3, 15, 21)",BloodPressure,105,95,0,0,0,0
Jerry Tran,Huang,74619760884,"PyQt5.QtCore.QDateTime(2018, 4, 18, 15, 21)",BloodPressure,102,75,0,0,0,0
Lisa Valdez,Wilson,59015224275,"PyQt5.QtCore.QDateTime(2018, 4, 2, 15, 21)",BloodPressure,109,84,0,0,0,0
Laura Tucker,Roberts,14549583221,"PyQt5.QtCore.QDateTime(2018, 1, 14, 15, 21, 1)",BloodPressure,102,92,0,0,0,0
Craig Hernandez,Reed,10313741432,"PyQt5.QtCore.QDateTime(2018, 1, 30, 15, 21, 1)",BloodPressure,104,81,0,0,0,0
Jennifer Young,Ellison,78282818381,"PyQt5.QtCore.QDateTime(2018, 4, 19, 15, 21, 1)",BloodPressure,105,65,0,0,0,0
Jerry Tran,Huang,74619760884,"PyQt5.QtCore.QDateTime(2018, 3, 27, 15, 21, 1)",BloodPressure,107,93,0,0,0,0
Cynthia Cowan,Williamson,66563142949,"PyQt5.QtCore.QDateTime(2018, 1, 8, 15, 21, 1)",BloodPressure,104,90,0,0,0,0
Timothy Orozco,Graham,62568529401,"PyQt5.QtCore.QDateTime(2018, 3, 4, 15, 21, 1)",BloodPressure,108,99,0,0,0,0
Curtis Johnson,Campbell,21266911513,"PyQt5.QtCore.QDateTime(2018, 4, 4, 15, 21, 2)",BloodPressure,109,68,0,0,0,0
Kaylee Mclean,Hill,69096604033,"PyQt5.QtCore.QDateTime(2018, 4, 6, 15, 21, 2)",BloodPressure,110,97,0,0,0,0
Keith Simon,Lewis,94705774895,"PyQt5.QtCore.QDateTime(2018, 2, 25, 15, 21, 2)",BloodPressure,109,69,0,0,0,0
Frank Christian,Martin,14649697228,"PyQt5.QtCore.QDateTime(2018, 1, 16, 15, 21, 3)",BloodPressure,103,70,0,0,0,0
Steven Hancock,Pennington,58592896615,"PyQt5.QtCore.QDateTime(2018, 2, 20, 15, 21, 4)",BloodPressure,107,70,0,0,0,0
Lisa Valdez,Wilson,59015224275,"PyQt5.QtCore.QDateTime(2018, 4, 17, 15, 21, 4)",BloodPressure,106,81,0,0,0,0
Andrea Reed,Owens,95342353240,"PyQt5.QtCore.QDateTime(2018, 3, 22, 15, 21, 4)",BloodPressure,110,65,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 3, 16, 15, 21, 5)",BloodPressure,101,69,0,0,0,0
Michael White,Mitchell,26941695700,"PyQt5.QtCore.QDateTime(2018, 2, 18, 15, 21, 5)",BloodPressure,101,64,0,0,0,0
Erica Watson,Pearson,11153575720,"PyQt5.QtCore.QDateTime(2018, 1, 27, 15, 21, 6)",BloodPressure,106,87,0,0,0,0
Monique Montgomery,Vazquez,76018626395,"PyQt5.QtCore.QDateTime(2018, 3, 29, 15, 21, 6)",BloodPressure,106,74,0,0,0,0
Jonathan Holder,Richardson,79023073704,"PyQt5.QtCore.QDateTime(2018, 1, 14, 15, 21, 6)",BloodPressure,103,95,0,0,0,0
Lisa Valdez,Wilson,59015224275,"PyQt5.QtCore.QDateTime(2018, 2, 25, 15, 21, 7)",BloodPressure,109,89,0,0,0,0
Benjamin Parks,Cardenas,72148391132,"PyQt5.QtCore.QDateTime(2018, 2, 23, 15, 21, 7)",BloodPressure,101,62,0,0,0,0
Pamela Carroll,Flores,99078282774,"PyQt5.QtCore.QDateTime(2018, 2, 3, 15, 21, 8)",BloodPressure,106,66,0,0,0,0
Gina Yang,Davis,47352186744,"PyQt5.QtCore.QDateTime(2018, 3, 24, 15, 21, 8)",BloodPressure,108,88,0,0,0,0
Robert Gonzalez,Ryan,84707380746,"PyQt5.QtCore.QDateTime(2018, 2, 5, 15, 21, 8)",BloodPressure,108,100,0,0,0,0
Rachel Taylor DDS,Meyer,57381470616,"PyQt5.QtCore.QDateTime(2018, 3, 15, 15, 21, 8)",BloodPressure,103,85,0,0,0,0
Jennifer Young,Ellison,78282818381,"PyQt5.QtCore.QDateTime(2018, 4, 18, 15, 21, 9)",BloodPressure,109,77,0,0,0,0
Rick Cowan,King,32920367557,"PyQt5.QtCore.QDateTime(2018, 2, 17, 15, 21, 9)",BloodPressure,105,64,0,0,0,0
Bryan Collier,Lynch,13449305083,"PyQt5.QtCore.QDateTime(2018, 2, 18, 15, 21, 9)",BloodPressure,110,74,0,0,0,0
Keith Simon,Lewis,94705774895,"PyQt5.QtCore.QDateTime(2018, 1, 12, 15, 21, 9)",BloodPressure,100,95,0,0,0,0
Jerry Tran,Huang,74619760884,"PyQt5.QtCore.QDateTime(2018, 1, 26, 15, 21, 9)",BloodPressure,103,68,0,0,0,0
Brian Thomas,Price,63191841236,"PyQt5.QtCore.QDateTime(2018, 2, 20, 15, 21, 9)",BloodPressure,100,71,0,0,0,0
Rachel Taylor DDS,Meyer,57381470616,"PyQt5.QtCore.QDateTime(2018, 3, 20, 15, 21, 10)",BloodPressure,109,94,0,0,0,0
Beth Duran,May,50636162310,"PyQt5.QtCore.QDateTime(2018, 3, 19, 15, 21, 10)",BloodPressure,109,69,0,0,0,0
Lisa Valdez,Wilson,59015224275,"PyQt5.QtCore.QDateTime(2018, 3, 10, 15, 21, 10)",BloodPressure,108,73,0,0,0,0
Melanie Gibbs,Henderson,39243663032,"PyQt5.QtCore.QDateTime(2018, 1, 24, 15, 21, 10)",BloodPressure,107,65,0,0,0,0
Jason Franklin,Clark,78400125729,"PyQt5.QtCore.QDateTime(2018, 1, 25, 15, 21, 11)",BloodPressure,102,96,0,0,0,0
Victor Weaver,Lee,19292408869,"PyQt5.QtCore.QDateTime(2018, 2, 18, 15, 21, 11)",BloodPressure,106,60,0,0,0,0
Juan Murphy,Garcia,59333042016,"PyQt5.QtCore.QDateTime(2018, 1, 28, 15, 21, 11)",BloodPressure,105,69,0,0,0,0
Bryan Collier,Lynch,13449305083,"PyQt5.QtCore.QDateTime(2018, 1, 31, 15, 21, 11)",BloodPressure,107,68,0,0,0,0
Lisa Valdez,Wilson,59015224275,"PyQt5.QtCore.QDateTime(2018, 3, 16, 15, 21, 11)",BloodPressure,101,64,0,0,0,0
John Lewis,Flores,91604050288,"PyQt5.QtCore.QDateTime(2018, 1, 10, 15, 21, 11)",BloodPressure,103,80,0,0,0,0
Michael Robinson,Baker,74891134007,"PyQt5.QtCore.QDateTime(2018, 2, 4, 15, 21, 12)",BloodPressure,109,83,0,0,0,0
Erica Watson,Pearson,11153575720,"PyQt5.QtCore.QDateTime(2018, 4, 11, 15, 21, 12)",BloodPressure,107,91,0,0,0,0
Melanie Gibbs,Henderson,39243663032,"PyQt5.QtCore.QDateTime(2018, 3, 21, 15, 21, 12)",BloodPressure,103,96,0,0,0,0
Mr. Preston Smith III,Brooks,48143843117,"PyQt5.QtCore.QDateTime(2018, 3, 20, 15, 21, 12)",BloodPressure,106,95,0,0,0,0
Robert Flores,Reed,45052941770,"PyQt5.QtCore.QDateTime(2018, 3, 16, 15, 21, 12)",BloodPressure,102,72,0,0,0,0
Diane Thomas,Moses,65788020249,"PyQt5.QtCore.QDateTime(2018, 4, 9, 15, 21, 12)",BloodPressure,107,98,0,0,0,0
Melissa Harris,Lane,13808681076,"PyQt5.QtCore.QDateTime(2018, 3, 23, 15, 21, 13)",BloodPressure,105,99,0,0,0,0
Melissa Harris,Lane,13808681076,"PyQt5.QtCore.QDateTime(2018, 3, 30, 15, 21, 13)",BloodPressure,108,64,0,0,0,0
Jonathan Holder,Richardson,79023073704,"PyQt5.QtCore.QDateTime(2018, 2, 23, 15, 21, 13)",BloodPressure,106,85,0,0,0,0
Monique Montgomery,Vazquez,76018626395,"PyQt5.QtCore.QDateTime(2018, 2, 18, 15, 21, 13)",BloodPressure,109,68,0,0,0,0
Stacy King,Benjamin,21604625546,"PyQt5.QtCore.QDateTime(2018, 3, 14, 15, 21, 13)",BloodPressure,108,60,0,0,0,0
Timothy Orozco,Graham,62568529401,"PyQt5.QtCore.QDateTime(2018, 3, 5, 15, 21, 13)",BloodPressure,103,68,0,0,0,0
Andrea Reed,Owens,95342353240,"PyQt5.QtCore.QDateTime(2018, 3, 20, 15, 21, 14)",BloodPressure,109,85,0,0,0,0
Matthew Friedman,Taylor,77665122739,"PyQt5.QtCore.QDateTime(2018, 3, 17, 15, 21, 14)",BloodPressure,108,85,0,0,0,0
Juan Murphy,Garcia,59333042016,"PyQt5.QtCore.QDateTime(2018, 1, 30, 15, 21, 14)",BloodPressure,107,90,0,0,0,0
Jessica Gray,Miller,12479093758,"PyQt5.QtCore.QDateTime(2018, 3, 21, 15, 21, 15)",BloodPressure,103,91,0,0,0,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 2, 16, 15, 21, 15)",BloodPressure,107,60,0,0,0,0
Brandi Zavala,Dominguez,81720285123,"PyQt5.QtCore.QDateTime(2018, 2, 19, 15, 21, 16)",BloodPressure,102,95,0,0,0,0
Michael Robinson,Baker,74891134007,"PyQt5.QtCore.QDateTime(2018, 2, 24, 15, 21, 16)",BloodPressure,109,83,0,0,0,0
Jerry Tran,Huang,74619760884,"PyQt5.QtCore.QDateTime(2018, 2, 6, 15, 21, 17)",BloodPressure,102,85,0,0,0,0
Rick Cowan,King,32920367557,"PyQt5.QtCore.QDateTime(2018, 3, 31, 15, 21, 17)",BloodPressure,102,77,0,0,0,0
Monique Montgomery,Vazquez,76018626395,"PyQt5.QtCore.QDateTime(2018, 2, 1, 15, 21, 17)",BloodPressure,108,74,0,0,0,0
Curtis Johnson,Campbell,21266911513,"PyQt5.QtCore.QDateTime(2018, 4, 16, 15, 21, 18)",BloodPressure,100,71,0,0,0,0
Andrea Reed,Owens,95342353240,"PyQt5.QtCore.QDateTime(2018, 3, 11, 15, 21, 18)",BloodPressure,106,77,0,0,0,0
,,,"PyQt5.QtCore.QDateTime(2018, 4, 15, 15, 21, 19)",BloodPressure,104,73,0,0,0,0
Robert Flores,Reed,45052941770,"PyQt5.QtCore.QDateTime(2018, 2, 15, 15, 21, 19)",BloodPressure,102,83,0,0,0,0
Jennifer Young,Ellison,78282818381,"PyQt5.QtCore.QDateTime(2018, 1, 13, 15, 21, 19)",BloodPressure,102,97,0,0,0,0
Nicole Washington,Hawkins,85106524905,"PyQt5.QtCore.QDateTime(2018, 4, 8, 15, 21, 19)",BloodPressure,100,62,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 28, 15, 21, 19)",BloodPressure,106,80,0,0,0,0
Dawn Ryan,Ross,48620353999,"PyQt5.QtCore.QDateTime(2018, 2, 3, 15, 21, 20)",BloodPressure,102,95,0,0,0,0
Kaylee Mclean,Hill,69096604033,"PyQt5.QtCore.QDateTime(2018, 3, 13, 15, 21, 20)",BloodPressure,109,64,0,0,0,0
Nicole Washington,Hawkins,85106524905,"PyQt5.QtCore.QDateTime(2018, 4, 17, 15, 21, 20)",BloodPressure,109,92,0,0,0,0
Timothy Orozco,Graham,62568529401,"PyQt5.QtCore.QDateTime(2018, 1, 20, 15, 21, 20)",BloodPressure,105,66,0,0,0,0
Christopher Jackson,Morales,37714673039,"PyQt5.QtCore.QDateTime(2018, 1, 15, 15, 21, 20)",BloodPressure,104,69,0,0,0,0
Jamie Hawkins,Robles,39160710218,"PyQt5.QtCore.QDateTime(2018, 4, 2, 15, 21, 20)",BloodPressure,101,66,0,0,0,0
Justin Hogan,Smith,19743573002,"PyQt5.QtCore.QDateTime(2018, 2, 16, 15, 21, 20)",BloodPressure,101,67,0,0,0,0
Gina Yang,Davis,47352186744,"PyQt5.QtCore.QDateTime(2018, 2, 21, 15, 21, 20)",BloodPressure,108,82,0,0,0,0
David Grimes,Cooper,83286830794,"PyQt5.QtCore.QDateTime(2018, 3, 26, 15, 21, 21)",BloodPressure,104,90,0,0,0,0
Tamara Chavez,Ruiz,30924059000,"PyQt5.QtCore.QDateTime(2018, 1, 31, 15, 21, 21)",BloodPressure,105,69,0,0,0,0
Steven Hancock,Pennington,58592896615,"PyQt5.QtCore.QDateTime(2018, 4, 1, 15, 21, 21)",BloodPressure,103,67,0,0,0,0
Monique Avila,Smith,43717848961,"PyQt5.QtCore.QDateTime(2018, 3, 21, 15, 21, 21)",BloodPressure,106,93,0,0,0,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 4, 13, 15, 21, 21)",BloodPressure,110,84,0,0,0,0
Michael Ramirez,Davis,68380539303,"PyQt5.QtCore.QDateTime(2018, 1, 15, 15, 21, 22)",BloodPressure,105,82,0,0,0,0
John Lewis,Flores,91604050288,"PyQt5.QtCore.QDateTime(2018, 1, 30, 15, 21, 22)",BloodPressure,100,93,0,0,0,0
Lisa Valdez,Wilson,59015224275,"PyQt5.QtCore.QDateTime(2018, 2, 25, 15, 21, 22)",BloodPressure,108,92,0,0,0,0
John Lewis,Flores,91604050288,"PyQt5.QtCore.QDateTime(2018, 2, 5, 15, 21, 22)",BloodPressure,107,71,0,0,0,0
Paula Salas,Wiley,61798782983,"PyQt5.QtCore.QDateTime(2018, 2, 7, 15, 21, 22)",BloodPressure,109,100,0,0,0,0
Brandi Zavala,Dominguez,81720285123,"PyQt5.QtCore.QDateTime(2018, 4, 3, 15, 21, 23)",BloodPressure,109,82,0,0,0,0
Curtis Johnson,Campbell,21266911513,"PyQt5.QtCore.QDateTime(2018, 4, 16, 15, 21, 23)",BloodPressure,106,77,0,0,0,0
Taylor Garner,Torres,29599976948,"PyQt5.QtCore.QDateTime(2018, 4, 15, 15, 21, 23)",BloodPressure,107,63,0,0,0,0
Laura Tucker,Roberts,14549583221,"PyQt5.QtCore.QDateTime(2018, 4, 15, 15, 21, 24)",BloodPressure,106,61,0,0,0,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 2, 4, 15, 21, 24)",BloodPressure,107,70,0,0,0,0
Jerry Tran,Huang,74619760884,"PyQt5.QtCore.QDateTime(2018, 3, 2, 15, 21, 24)",BloodPressure,101,96,0,0,0,0
