Name,Surname,PESEL,Examination Date,Examination Name,Systolic Pressure,Diastolic Pressure,Body Height,Body Weight,BMI,Heart Rate
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 18)",Wellness,0,0,163,133,50,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 19)",Wellness,0,0,155,77,32,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 19)",Wellness,0,0,151,134,59,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 20)",Wellness,0,0,159,140,55,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 24)",Heart Rate,0,0,0,0,0,87
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 25)",BloodPressure,127,62,0,0,0,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 26)",Wellness,0,0,166,88,32,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 28)",BloodPressure,115,72,0,0,0,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 30)",Heart Rate,0,0,0,0,0,60
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 31)",Wellness,0,0,199,92,23,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 31)",BloodPressure,114,65,0,0,0,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 31)",Wellness,0,0,185,129,38,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 32)",Heart Rate,0,0,0,0,0,77
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 34)",Heart Rate,0,0,0,0,0,90
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 34)",Heart Rate,0,0,0,0,0,85
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 38)",Wellness,0,0,150,77,34,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 39)",BloodPressure,124,61,0,0,0,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 41)",Wellness,0,0,173,62,21,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 44)",BloodPressure,126,98,0,0,0,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 46)",BloodPressure,116,95,0,0,0,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 48)",BloodPressure,102,79,0,0,0,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 50)",Wellness,0,0,188,125,35,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 50)",Wellness,0,0,167,119,43,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 53)",BloodPressure,124,100,0,0,0,0
Lisa,Flores,28356239853,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 53)",BloodPressure,118,80,0,0,0,0
